experience_level,salary,remote_ratio,company_size
MI,74900,0,L
SE,87000,50,L
EN,65000,100,L
MI,45000,100,L
SE,143000,50,L
SE,165000,100,L
MI,130000,100,L
SE,125000,100,L
SE,112000,50,L
SE,119500,100,L
EX,220500,100,L
EN,70000,100,L
SE,172000,100,L
SE,118000,100,S
SE,130000,100,L
MI,73300,0,L
MI,143000,100,L
SE,105000,100,S
SE,105000,0,S
MI,130000,100,L
EN,85000,100,L
SE,181000,100,L
SE,224000,100,L
SE,286000,100,L
EX,220000,100,L
SE,211000,100,L
SE,110000,100,L
MI,200000,100,L
MI,170000,100,L
SE,135000,100,L
EX,189000,100,L
EX,173000,100,M
SE,249000,100,L
SE,140000,100,L
SE,600000,100,L
MI,100000,50,L
SE,102000,50,L
MI,60000,100,M
SE,183000,100,L
SE,190000,100,L
MI,130000,100,L
EN,175000,100,L
MI,150000,100,M
EN,74000,50,S
SE,112000,100,L
SE,255000,100,L
SE,170000,100,L
SE,173000,0,L
MI,130000,100,L
SE,150000,100,L
EX,200000,100,L
MI,130000,100,L
MI,76000,100,L
MI,88000,100,L
EN,50000,100,S
SE,80000,100,S
MI,131800,0,L
MI,99900,0,L
MI,110000,100,M
MI,160000,50,L
MI,128000,100,L
MI,130000,0,L
MI,125000,100,L
SE,310000,100,L
EN,55000,0,L
SE,138000,100,L
EN,60000,50,L
SE,99960,0,L
MI,110000,50,L
MI,68900,100,L
MI,116000,0,S
EN,52000,50,S
MI,115500,100,L
SE,104000,100,L
EN,70000,0,L
MI,131500,0,L
MI,99950,0,L
EN,76200,50,L
MI,100000,100,M
MI,100000,50,L
SE,145000,50,L
MI,120000,100,L
MI,100000,100,M
MI,320000,50,L
EN,75000,100,S
SE,150000,100,L
SE,120000,100,L
MI,115000,100,L
MI,91700,0,L
MI,82600,0,L
SE,146000,100,L
MI,135000,50,L
SE,185000,50,L
EX,220000,50,L
EN,68500,50,M
SE,150000,100,L
MI,115000,100,M
MI,97350,100,L
SE,94000,50,L
EN,93000,100,L
SE,130000,100,L
SE,65000,50,L
EN,79000,100,L
SE,130000,100,M
SE,129998,100,M
EN,75000,100,M
SE,155000,100,S
MI,75000,100,L
SE,200000,0,M
MI,93600,100,L
MI,96500,0,L
SE,205000,100,L
EN,122000,0,L
EN,96000,50,L
EN,72000,100,L
EN,50000,100,L
EN,50000,0,L
SE,140000,100,L
MI,85000,100,S
SE,92000,100,L
MI,103000,50,L
EN,65000,100,L
SE,180000,50,L
SE,216000,100,L
MI,90000,100,M
EN,70000,50,S
SE,150000,100,M
SE,130000,100,M
SE,175000,100,L
MI,220000,50,M
EN,106000,0,L
SE,120000,100,L
EN,75000,100,L
MI,96000,50,L
EN,75000,50,L
EN,65000,100,L
EN,80000,50,L
MI,91520,0,L
SE,135600,0,L
MI,53000,0,L
MI,72000,50,M
MI,169000,50,L
MI,99000,0,L
MI,100000,100,L
MI,130000,0,M
MI,97000,100,L
MI,90000,50,L
EN,85000,100,L
MI,90000,50,L
EN,85000,0,L
MI,123000,0,L
SE,170000,100,L
EN,77000,100,L
EX,375000,100,L
MI,135000,100,M
SE,148000,50,M
SE,180000,100,L
MI,90000,100,L
EN,63700,100,L
EX,117810,0,S
MI,200000,100,L
SE,134000,100,L
MI,140000,0,L
MI,175000,50,L
SE,85000,50,L
MI,180000,50,M
SE,320000,100,L
MI,75000,100,M
MI,127000,100,L
EN,45100,50,L
SE,124000,50,L
MI,90000,0,M
EX,240000,50,L
EX,240000,50,L
MI,80000,100,M
MI,87500,100,L
MI,110000,0,L
EN,98000,50,L
MI,102000,50,L
MI,72000,100,L
MI,124000,0,M
EN,119000,100,L
SE,175000,100,L
SE,180000,100,L
SE,123000,100,L
EN,80000,50,L
MI,120000,50,L
MI,150000,50,M
SE,135000,0,L
MI,130000,50,L
MI,100000,50,M
EN,20000,100,L
EN,70000,100,L
SE,130000,100,L
EN,73000,0,S
MI,92000,100,L
MI,145000,50,L
SE,135000,50,L
SE,150000,0,L
EN,75000,100,L
SE,48000,100,L
SE,150000,50,L
MI,90000,0,M
SE,102500,0,L
EX,130000,100,L
MI,85000,100,L
MI,120000,100,M
EX,600000,50,L
SE,141000,50,L
EN,66000,50,L
EN,60008,50,L
SE,272000,100,L
EN,80000,100,M
EN,31000,0,L
EN,100300,100,L
SE,150000,100,L
MI,119000,100,L
MI,192000,100,L
SE,102000,0,L
SE,240000,100,S
EN,63000,0,L
MI,98000,100,L
SE,100000,100,L
MI,80000,100,M
MI,72000,100,L
EN,75000,100,L
MI,80000,50,L
MI,67000,0,L
SE,130000,100,L
MI,120000,100,L
MI,76500,100,L
SE,160000,0,M
EX,200000,100,L
EX,142000,50,L
EX,180000,100,L
MI,120000,100,L
SE,150000,100,M
MI,100000,0,L
EX,187000,100,L
EX,104000,100,L
EN,65000,50,L
MI,128000,0,L
MI,120000,100,L
MI,105000,100,L
MI,120000,100,L
MI,145000,100,L
EN,78000,100,L
SE,125000,100,L
SE,130000,0,L
SE,130000,100,L
SE,141000,100,L
SE,120000,100,L
MI,90000,100,L
EX,172500,100,M
SE,90000,50,L
MI,93000,50,L
EN,62000,50,L
SE,240000,100,L
SE,195000,100,L
SE,98000,100,L
EN,85000,100,L
MI,120000,50,L
SE,120000,50,M
EN,70000,0,L
MI,75000,100,L
EN,101350,50,L
EN,60000,50,L
EN,85000,0,L
MI,76000,0,L
SE,105000,100,M
MI,65000,100,L
MI,122000,0,L
MI,80000,50,L
MI,131870,0,L
MI,99900,0,L
MI,79000,100,L
SE,126000,50,L
EN,50000,50,S
MI,75000,50,S
MI,103000,0,L
SE,138000,0,L
SE,123000,100,L
MI,80000,100,L
MI,115000,100,L
MI,100000,100,L
SE,275000,100,L
EN,80000,50,L
MI,210000,100,L
EN,66000,100,L
MI,95000,0,L
SE,160000,0,L
SE,106000,0,L
EX,202000,0,L
EN,71000,0,L
MI,114000,50,L
EN,81000,50,L
EX,148000,100,M
MI,79509,50,L
MI,20000,100,L
EN,77000,100,L
SE,142000,100,L
SE,174000,50,L
MI,100000,0,L
MI,130000,50,L
SE,134000,100,L
SE,170000,100,L
MI,120000,100,L
MI,90000,50,L
MI,150000,100,L
MI,80000,100,L
SE,145000,100,L
EN,65000,100,L
MI,85000,0,L
SE,135000,0,L
SE,127000,100,L
SE,140000,50,L
SE,125000,100,L
SE,90000,0,S
SE,150000,100,L
MI,82700,100,L
MI,106000,100,L
SE,120000,100,M
SE,200000,100,L
SE,170000,50,L
SE,107000,0,L
SE,159000,50,L
MI,73000,0,L
SE,146000,100,L
EN,77600,100,L
SE,180000,100,S
EN,63000,50,L
MI,100000,100,M
SE,108000,100,L
MI,130000,50,L
SE,170000,100,L
SE,132000,100,L
MI,150000,0,L
SE,250000,100,L
SE,450000,100,L
EN,60000,100,L
MI,110000,100,L
EN,80000,50,L
SE,140000,100,L
MI,30000,0,M
MI,115000,100,M
MI,140000,100,M
SE,200000,100,M
SE,140000,100,L
SE,140000,100,L
EN,60000,100,L
SE,140000,0,L
MI,100000,0,L
MI,8223,100,L
SE,300000,50,L
EN,80100,100,L
SE,175000,0,S
SE,82000,100,L
SE,132000,100,L
SE,105000,50,L
SE,106000,100,L
SE,115000,50,L
SE,143000,100,L
EX,289000,100,L
MI,115000,100,L
SE,252000,100,M
SE,135000,50,L
SE,190000,100,M
EN,48000,100,L
MI,140000,50,L
SE,203000,50,L
MI,140400,50,L
MI,110000,100,L
SE,172000,100,L
EN,88500,50,L
EN,76960,50,L
SE,145000,100,L
MI,109000,0,L
SE,300000,100,L
SE,140000,0,L
EX,169781,100,L
SE,110000,100,L
MI,85000,100,L
SE,108000,100,L
EN,125000,50,L
SE,133000,100,L
MI,126000,50,L
SE,260000,100,L
MI,105000,0,S
SE,133900,100,L
MI,75000,0,L
MI,89000,0,M
EX,400000,100,L
SE,205000,100,L
SE,198000,100,L
EX,190000,100,L
MI,86000,0,L
EN,65000,100,S
SE,149000,50,L
SE,140000,50,L
MI,116000,50,L
MI,115000,100,L
MI,128000,100,L
MI,122750,100,M
MI,144000,0,M
MI,110000,50,L
EN,65000,100,L
SE,170000,100,L
SE,135000,100,L
EN,100000,50,M
SE,126000,100,L
MI,66310,0,L
